INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,DTXCID,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
107493,CASRN,DTXSID3034957,Tetraethyl pyrophosphate,107-49-3,DTXCID1014957,IDCBOTIENDVCBQ-UHFFFAOYSA-N,Tetraethyl diphosphate,C8H20O7P2,290.189,290.06842698,N/A,N/A,8.531E-9,1.215,N/A,0.000100231,N/A,-27.452,0.526,0.0000229615,N/A,N/A,N/A,N/A,0.000508159,0.12735,3.17217E-11,1.6129,5.15604,287.19,3.52121E-7,0.217983,8.8636,66.9794,0.83583,1.32987,N/A,N/A,0.000259565,3.43463
112050,CASRN,DTXSID3021641,Nonanoic acid,112-05-0,DTXCID901641,FBUKVWPVBMHYJY-UHFFFAOYSA-N,Nonanoic acid,C9H18O2,158.241,158.13067982,13.59,255.56,0.000616595,0.95,0.83,0.0000371535,125.3,25.93,0.06,0.0380189,28.6,148.94,0.000331131,5.55904,0.00109648,0.00245471,1.14073E-11,2.98606,4.98751,254.606,0.00000168863,0.244636,7.78065,309.048,3.4195,12.5209,N/A,N/A,0.00165274,0.00179067
114261,CASRN,DTXSID7021948,Propoxur,114-26-1,DTXCID301948,ISRUGXGCCGIOQO-UHFFFAOYSA-N,2-[(Propan-2-yl)oxy]phenyl methylcarbamate,C11H15NO3,209.245,209.105193347,4.9545,285.351,0.00000454988,1.082,0.684,0.0000378443,142.63,84.049,0.614,0.000988553,N/A,N/A,0.000412098,16.1436,0.0000306196,0.00252348,1.50794E-11,8.30227,4.64523,287.594,1.4229E-9,0.0960024,9.21559,46.9061,1.52408,87.0086,N/A,N/A,0.00000965906,0.0088806
115297,CASRN,DTXSID1020560,Endosulfan,115-29-7,DTXCID70560,RDYMFSUJUZBWLH-UHFFFAOYSA-N,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~4~-2,4,3lambda~4~-benzodioxathiepin-3-one",C9H6Cl6O3S,406.9,403.8168814,N/A,318.635,0.00000439542,1.81,0.484,4.70977E-7,226.687,90.389,N/A,0.000445656,N/A,N/A,N/A,N/A,5.98412E-7,0.00000721107,7.29792E-12,3.9244,15.8443,364.832,0.0000241726,5.4492,8.81202,12875,3.82812,106.051,N/A,N/A,1.72899E-7,0.00000101471
115322,CASRN,DTXSID4020450,Dicofol,115-32-2,DTXCID40450,UOAMTSKGCBMZTC-UHFFFAOYSA-N,"2,2,2-Trichloro-1,1-bis(4-chlorophenyl)ethan-1-ol",C14H9Cl5O,370.48,367.9096034,1106.62,394.857,4.84172E-7,1.534,0.844,6.35331E-7,219.53,111.53,0.196,0.00115345,N/A,126.19,0.00000205589,N/A,2.81838E-7,6.19441E-7,5.86241E-12,6168.88,20.526,370.337,1.46717E-9,97.2612,11.4057,5022.68,5.02414,77.4786,N/A,N/A,3.96903E-7,0.00000234319
115902,CASRN,DTXSID6021953,Fensulfothion,115-90-2,DTXCID601953,XDNBJTQLKCIJBV-UHFFFAOYSA-N,"O,O-Diethyl O-[4-(methanesulfinyl)phenyl] phosphorothioate",C11H17O4PS2,308.35,308.030588373,17.8238,N/A,1.1508E-7,1.37,0.599,0.0000279898,200.932,59.147,0.404,0.0000301301,N/A,N/A,N/A,N/A,N/A,0.00157398,1.9845E-11,2.58786,4.80119,366.488,4.29886E-7,0.502008,10.4407,331.773,2.23036,59.7215,N/A,N/A,0.0000498583,0.00549588
116063,CASRN,DTXSID0039223,Aldicarb,116-06-3,DTXCID1039,QGLZXHRNAYXIBU-UHFFFAOYSA-N,"7,7-Dimethyl-4-oxa-8-thia-2,5-diazanon-5-en-3-one",C7H14N2O2S,190.26,190.077598873,N/A,268.692,0.00000238781,1.1,0.656,0.00000590201,134.192,68.475,0.505,0.0000233884,N/A,N/A,N/A,N/A,0.000138676,0.0254683,1.42903E-11,13.8305,3.54517,253.18,2.35627E-8,0.110306,7.49874,31.643,1.12863,98.4411,N/A,N/A,0.0000349538,0.0302814
117806,CASRN,DTXSID7020425,Dichlone,117-80-6,DTXCID30425,SVPKNMBRVBMTLB-UHFFFAOYSA-N,"2,3-Dichloronaphthalene-1,4-dione",C10H4Cl2O2,227.04,225.9588348,18.3231,322.29,0.00000787046,1.446,0.613,0.00000187499,135.181,155.326,0.961,0.00219786,N/A,125.426,0.00000289068,11.0662,0.0000359749,0.000101158,1.24349E-12,18.6083,8.45359,346.153,0.000202902,8.18243,7.37997,9498.39,2.15117,189.449,N/A,N/A,0.00000111183,0.00000198765
119380,CASRN,DTXSID2020765,Isolane,119-38-0,DTXCID40765,RNNBHZYEKNHLKT-UHFFFAOYSA-N,3-Methyl-1-(propan-2-yl)-1H-pyrazol-5-yl dimethylcarbamate,C10H17N3O2,211.265,211.132076799,12.218,293.578,0.0000274157,1.124,0.77,0.000420727,137.258,67.772,0.349,0.000139959,N/A,N/A,N/A,N/A,0.00000306196,0.0855067,1.38711E-11,6.204,3.81801,274.93,0.0000524246,0.447492,6.09093,100.286,2.37197,71.046,N/A,N/A,0.00100164,4.66775
119642,CASRN,DTXSID1026118,Tetralin,119-64-2,DTXCID306118,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,"1,2,3,4-Tetrahydronaphthalene",C10H12,132.206,132.0939003864,254.683,214.711,0.0000571479,0.978,0.455,0.0000413047,74.77,-5.572,N/A,0.0328852,32.667,126.823,0.000336512,2.35505,0.54325,0.000855067,3.41073E-11,338.818,8.03385,207.452,0.00265481,5.6089,5.00813,1687.71,3.4912,-35.4655,N/A,N/A,0.367214,0.000348236
121755,CASRN,DTXSID4020791,Malathion,121-75-5,DTXCID80791,JXSJBGJIGXNWCI-UHFFFAOYSA-N,Diethyl 2-[(dimethoxyphosphorothioyl)sulfanyl]butanedioate,C10H19O6PS2,330.35,330.036067678,9.86279,284.068,2.57632E-8,1.263,0.378,0.0000121619,174.441,-1.541,0.383,0.00104713,N/A,N/A,N/A,N/A,0.0000072277,0.000760326,7.77272E-12,33.0695,125.964,359.966,4.87686E-9,1.9412,9.61127,229.268,2.35864,2.83289,N/A,N/A,0.00000338613,0.000439412
122101,CASRN,DTXSID3041875,Dimethyl 3-hydroxyglutaconate dimethyl phosphate,122-10-1,DTXCID90809685,BZSSHIWHSJYWAD-UHFFFAOYSA-N,Dimethyl 3-[(dimethoxyphosphoryl)oxy]pent-2-enedioate,C9H15O8P,282.185,282.050454441,N/A,310.149,2.15278E-7,1.263,0.591,0.00011272,155.745,-1.491,0.459,0.0000337287,34.814,N/A,0.00214289,N/A,0.000145546,0.0425598,2.02071E-11,1.39185,4.13855,290.389,1.21549E-9,0.28437,8.41276,26.3732,0.419362,5.70977,N/A,N/A,0.000114964,1.10125
122145,CASRN,DTXSID4032613,Fenitrothion,122-14-5,DTXCID2012613,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,"O,O-Dimethyl O-(3-methyl-4-nitrophenyl) phosphorothioate",C9H12NO5PS,277.23,277.017380662,57.1479,N/A,1.43219E-8,1.341,0.713,0.00000707946,165.266,21.824,0.548,0.000112202,N/A,N/A,N/A,N/A,0.0000160325,0.0000620869,1.59772E-11,89.0529,4.30509,353.167,9.23114E-7,1.07095,8.86578,427.929,3.30116,3.51253,N/A,N/A,0.000052781,0.000104593
122349,CASRN,DTXSID4021268,Simazine,122-34-9,DTXCID501268,ODCWYMIRDDJXKW-UHFFFAOYSA-N,"6-Chloro-N~2~,N~4~-diethyl-1,3,5-triazine-2,4-diamine",C7H12ClN5,201.66,201.0781231,4.14,310.031,0.000108393,1.261,0.449,0.000151705,174.941,160.157,0.305,0.006223,N/A,161.05,N/A,N/A,3.82825E-7,0.0011995,1.10163E-11,3.64252,3.65866,334.481,1.86375E-8,0.11486,8.35592,126.139,2.18007,225.847,N/A,N/A,2.23757E-8,0.0000430165
122429,CASRN,DTXSID7020766,Propham,122-42-9,DTXCID70766,VXPLXMJHHKHSOA-UHFFFAOYSA-N,Propan-2-yl phenylcarbamate,C10H13NO2,179.219,179.094628663,5.08159,267.347,0.0000110662,1.109,0.789,0.0000343558,119.822,56.463,0.538,0.00524807,N/A,N/A,0.000445656,13.1522,0.000111944,0.0021677,1.26126E-11,12.7813,4.66419,261.238,2.06224E-8,0.0879035,8.62089,67.6892,2.60067,87.1393,N/A,N/A,0.00013988,0.00111268
123331,CASRN,DTXSID9020792,Maleic hydrazide,123-33-1,DTXCID10792,BGRDGMRNKXEXQD-UHFFFAOYSA-N,"1,2-Dihydropyridazine-3,6-dione",C4H4N2O2,112.088,112.027277377,1.65959,206.032,0.000981748,1.208,0.797,0.0025293,166.621,203.944,0.15,0.00598412,N/A,N/A,0.0375837,N/A,0.00000401791,0.230144,1.03217E-11,3.43126,5.8595,261.835,8.0073E-9,0.131485,7.45445,2.82565,-0.83958,305.795,5.73,13,0.00000489676,0.0464576
126750,CASRN,DTXSID9037535,Demeton-S,126-75-0,DTXCID202306,GRPRVIYRYGLIJU-UHFFFAOYSA-N,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",C8H19O3PS2,258.33,258.051323818,17.5388,N/A,2.96483E-7,1.163,-0.293,0.0000110662,124.303,-14.937,0.181,0.0000243781,N/A,N/A,N/A,N/A,0.000207491,0.0198153,3.5361E-11,2.21115,4.90618,286.759,4.30386E-7,0.354724,8.99173,70.9472,2.00706,-13.6808,N/A,N/A,0.000148759,0.00775772
131895,CASRN,DTXSID4024064,Dinex,131-89-5,DTXCID804064,QJYHUJAGJUHXJN-UHFFFAOYSA-N,"2-Cyclohexyl-4,6-dinitrophenol",C12H14N2O5,266.253,266.090271559,52.2396,369.988,0.00000729457,1.446,1.032,7.46449E-7,194.181,127.774,0.881,0.000260615,N/A,147.665,0.00000635331,44.157,9.8628E-9,0.0000995405,1.64588E-11,425.843,7.17851,332.48,2.36094E-8,0.36485,9.57502,8889.47,4.11919,106.974,N/A,N/A,1.1305E-8,0.0000563121
132672,CASRN,DTXSID7034759,Naptalam-sodium,132-67-2,DTXCID5014759,CLHHSSXFXYAXDB-UHFFFAOYSA-M,Sodium 2-[(naphthalen-1-yl)carbamoyl]benzoate,C18H12NNaO3,313.288,313.07148753,6.71429,476.076,0.000131522,1.371,0.937,0.00000542001,243.51,231.037,0.397,0.018197,N/A,N/A,0.0000665273,N/A,2.40436E-10,0.0000620869,9.27883E-12,45.7943,15.169,296.669,2.67997E-10,0.327203,9.42461,2185.62,0.444991,224.837,N/A,N/A,7.46452E-10,0.000682945
133062,CASRN,DTXSID9020243,Captan,133-06-2,DTXCID701520779,LDVVMCZRFWMZSG-OLQVQODUSA-N,"(3aR,7aS)-2-[(Trichloromethyl)sulfanyl]-3a,4,7,7a-tetrahydro-1H-isoindole-1,3(2H)-dione",C9H8Cl3NO2S,300.58,298.9341328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133073,CASRN,DTXSID0021385,Folpet,133-07-3,DTXCID101385,HKIOYBQGHSTUDB-UHFFFAOYSA-N,"2-[(Trichloromethyl)sulfanyl]-1H-isoindole-1,3(2H)-dione",C9H4Cl3NO2S,296.55,294.9028326,35.3183,N/A,2.01837E-7,1.65,0.863,9.84011E-7,148.65,133.387,0.797,0.00325837,N/A,N/A,N/A,N/A,0.00000512861,0.0000097499,6.41488E-12,49.7257,8.75993,319.278,1.19077E-7,0.98696,9.45726,1855.8,2.8482,150.663,N/A,N/A,1.57511E-7,0.00000272364
134203,CASRN,DTXSID6025567,Methyl 2-aminobenzoate,134-20-3,DTXCID105567,VAMXMNNIEUEQDV-UHFFFAOYSA-N,Methyl 2-aminobenzoate,C8H9NO2,151.165,151.063328534,2.91743,268.376,0.0000671429,1.154,0.54,0.000550808,115.32,45.441,0.213,0.0101859,N/A,161.921,0.000805378,4.79733,0.00209894,0.0176198,1.03955E-11,3.74609,3.53716,256.079,1.0914E-8,0.128067,7.71364,50.1823,1.87744,24.8241,N/A,N/A,0.0271174,0.0189233
137268,CASRN,DTXSID5021332,Bis(dimethylaminothiocarbonyl) disulfide,137-26-8,DTXCID401332,KUAZQDVKQLNFPE-UHFFFAOYSA-N,N/A,C6H12N2S4,240.42,239.98833309,10.4954,N/A,0.00000197697,1.313,0.772,0.0000328852,131.797,107.693,0.476,0.00381066,N/A,N/A,N/A,N/A,N/A,0.000587489,2.60733E-11,3.39419,70.8089,305.759,1.96515E-9,0.0663057,7.36767,674.854,1.72962,155.429,N/A,N/A,0.0000172426,0.000103577
137304,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID0021464,Ziram,137-30-4,DTXCID301464,DUBNHZYBDBBJHD-UHFFFAOYSA-L,Zinc bis(dimethylcarbamodithioate),C6H12N2S4Zn,305.8,303.917475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137304,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID2043797,Dimethyldithiocarbamic acid,79-45-8,DTXCID0023797,MZGNSEAPZQGJRB-UHFFFAOYSA-N,Dimethylcarbamodithioic acid,C3H7NS2,121.22,121.001991577,N/A,N/A,N/A,N/A,0.75,N/A,N/A,N/A,0.193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.84218E-12,6.68783,23.6944,177.015,1.0326E-8,0.308695,3.36204,59.2181,0.524316,56.73,N/A,N/A,0.189236,0.000313688
139402,CASRN,DTXSID3021196,"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine",139-40-2,DTXCID401196,WJNRPILHGGKWCK-UHFFFAOYSA-N,"6-Chloro-N~2~,N~4~-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",C9H16ClN5,229.71,229.1094232,13.3352,318.777,0.0000950605,1.214,0.695,0.0000662216,175.28,147.593,0.045,0.00636796,N/A,155.801,N/A,N/A,5.92925E-7,0.000355631,1.38817E-11,13.2902,4.96923,338.297,1.22557E-8,0.127087,8.41215,250.555,2.93139,212.836,N/A,N/A,1.3188E-7,0.000037539
141662,CASRN,DTXSID9023914,Dicrotophos,141-66-2,DTXCID003914,VEENJGZXVHKXNB-VOTSOKGWSA-N,(2E)-4-(Dimethylamino)-4-oxobut-2-en-2-yl dimethyl phosphate,C8H16NO5P,237.192,237.076609617,1.64437,299.282,1.50661E-7,1.149,0.694,0.000576766,140.784,1.814,0.421,0.0000299916,N/A,156.061,0.0047863,10.7895,0.000208449,0.0542001,2.7784E-11,0.922621,4.13853,309.891,5.04106E-11,0.310396,7.37958,45.6565,0.000299434,-16.0635,N/A,N/A,0.00015999,4.20595
142596,CASRN,DTXSID5020603,Nabam-sodium,142-59-6,DTXCID50603,UQJQVUOTMVCFHX-UHFFFAOYSA-L,"Disodium ethane-1,2-diyldicarbamodithioate",C4H6N2Na2S4,256.33,255.92092146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.49621E-11,6.59369,23.6227,358.212,1.46302E-10,0.118048,7.93926,508.346,0.0615446,167.162,N/A,N/A,0.00000191741,0.772498
143500,CASRN,DTXSID1020770,Kepone,143-50-0,DTXCID10770,LHHGDZSESBACKH-UHFFFAOYSA-N,"1,1a,3,3a,4,5,5,5a,5b,6-Decachlorooctahydro-2H-1,3,4-(methanetriyl)cyclobuta[cd]pentalen-2-one",C10Cl10O,490.61,485.6834416,N/A,354.456,4.44631E-7,2.249,N/A,0.00000136773,217.775,247.948,0.529,0.00038815,N/A,N/A,N/A,N/A,4.64515E-7,0.00000231739,1.55265E-12,1547.74,914.494,372.926,0.000414781,7.79445,11.6824,15867,5.41094,252.784,N/A,N/A,2.24087E-7,0.00000566402
144218,CASRN,DTXSID4032665,Disodium methanearsonate,144-21-8,DTXCID2012665,SDIXRDNYIMOKSG-UHFFFAOYSA-L,Disodium methylarsonate,CH3AsNa2O3,183.933,183.909353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
148798,CASRN,DTXSID0021337,Thiabendazole,148-79-8,DTXCID401337,WJCNZQLZVWNLKY-UHFFFAOYSA-N,"2-(1,3-Thiazol-4-yl)-1H-benzimidazole",C10H7N3S,201.25,201.036068411,18.197,403.909,0.0000412098,1.363,0.486,N/A,201.482,245.575,0.575,N/A,N/A,N/A,0.000276694,N/A,7.06318E-7,0.000156675,4.33375E-11,7.89022,3.53815,335.969,6.92464E-8,0.14564,10.0496,1739.36,2.46847,299.714,N/A,N/A,4.03651E-9,0.0002519
150685,CASRN,DTXSID0020311,Monuron,150-68-5,DTXCID80311,BMLIZLVNXIYGCK-UHFFFAOYSA-N,"N'-(4-Chlorophenyl)-N,N-dimethylurea",C9H11ClN2O,198.65,198.0559907,11.1173,283.037,0.0000391742,1.272,0.568,0.000161808,150.328,123.863,0.014,0.00357273,N/A,N/A,N/A,9.977,0.00000160325,0.000724436,1.23255E-11,35.0194,5.19492,300.004,1.64113E-9,0.0805551,9.30031,88.8744,1.94076,170.356,N/A,N/A,4.98947E-7,0.00124542
297972,CASRN,DTXSID8042470,Thionazin,297-97-2,DTXCID6022470,IRVDMKJLOCGUBJ-UHFFFAOYSA-N,"O,O-Diethyl O-pyrazin-2-yl phosphorothioate",C8H13N2O3PS,248.24,248.038450459,38.9942,N/A,3.99945E-8,1.241,0.656,0.000031989,156.34,8.089,0.247,0.0000594292,N/A,N/A,N/A,N/A,0.000247172,0.000442588,1.62923E-11,8.22709,4.27282,331.141,3.4593E-7,1.42162,8.53122,64.9777,0.864094,-1.66545,N/A,N/A,0.0029725,0.00456685
298000,CASRN,DTXSID1020855,Methyl parathion,298-00-0,DTXCID30855,RLBIQVVOMOPOHC-UHFFFAOYSA-N,"O,O-Dimethyl O-(4-nitrophenyl) phosphorothioate",C8H10NO5PS,263.2,263.001730598,50.3501,N/A,2.208E-8,1.403,0.679,0.00000968278,159.88,18.96,0.789,0.00011885,N/A,N/A,N/A,N/A,0.0000472063,0.000206063,1.25387E-11,84.94,4.99917,345.879,1.00755E-7,3.53404,8.20928,998.772,2.86214,35.3983,N/A,N/A,0.00000352669,0.000173298
298022,CASRN,DTXSID4032459,Phorate,298-02-2,DTXCID2012459,BULVZWIRKLYCBC-UHFFFAOYSA-N,"O,O-Diethyl S-[(ethylsulfanyl)methyl] phosphorodithioate",C7H17O2PS3,260.36,260.012830307,55.5904,N/A,6.76083E-8,1.19,-0.176,0.00000458142,139.008,-18.952,-0.017,0.0000078343,N/A,N/A,N/A,N/A,0.000179473,0.000233346,4.56712E-11,71.5998,142.794,285.18,0.00000158371,0.44673,8.86347,501.841,3.69306,-21.8001,N/A,N/A,0.000630237,0.000134155
298044,CASRN,DTXSID0022018,Disulfoton,298-04-4,DTXCID702018,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorodithioate",C8H19O2PS3,274.39,274.028480372,47.863,N/A,3.39625E-8,1.174,-0.723,0.00000594292,142.642,-14.615,-0.03,0.0000175388,N/A,N/A,N/A,N/A,0.000137404,0.000142561,4.51126E-11,218.225,142.53,313.428,0.00000477287,1.07086,9.36263,1654.28,4.0184,-24.9887,N/A,N/A,0.0000980382,0.0000660893
299843,CASRN,DTXSID2034885,Fenchlorphos,299-84-3,DTXCID0014885,JHJOOSLFWRRSGU-UHFFFAOYSA-N,"O,O-Dimethyl O-(2,4,5-trichlorophenyl) phosphorothioate",C8H8Cl3O3PS,321.53,319.8997354,448.745,N/A,2.15278E-8,1.5,0.712,5.71479E-7,164.496,38.145,0.242,0.00200447,N/A,N/A,N/A,N/A,0.0000895365,0.0000034914,9.74104E-12,3793.61,5.6772,363.774,0.00000466166,8.89494,9.4034,4421.16,4.97508,41.1109,N/A,N/A,0.0000751469,0.0000486559
300765,CASRN,DTXSID1024209,Naled,300-76-5,DTXCID404209,BUYMVQAILCEWRR-UHFFFAOYSA-N,"1,2-Dibromo-2,2-dichloroethyl dimethyl phosphate",C4H7Br2Cl2O4P,380.78,377.782577,5.90201,291.332,1.8578E-9,2.068,N/A,0.0000110154,146.637,9.82,0.559,0.000285102,40.291,108.486,N/A,3.84592,0.0069024,0.00360579,3.21539E-11,3.98975,4.13865,275.173,0.0000193239,4.19779,7.79297,181.674,1.38217,26.9387,N/A,N/A,0.00020146,0.000483915
301122,CASRN,DTXSID8025541,Oxydemeton-methyl,301-12-2,DTXCID105541,PMCVMORKVPSKHZ-UHFFFAOYSA-N,"S-[2-(Ethanesulfinyl)ethyl] O,O-dimethyl phosphorothioate",C6H15O4PS2,246.28,246.014938309,1.89671,N/A,0.00000155955,1.282,0.277,0.000447713,185.807,50.483,0.121,0.0000540754,N/A,N/A,N/A,N/A,0.00000645654,0.0787046,3.1498E-11,0.973845,3.54929,302.091,4.15064E-7,0.301688,9.22728,10.0144,-0.734694,9.15333,N/A,N/A,0.0000285155,4.25489
309002,CASRN,DTXSID8020040,Aldrin,309-00-2,DTXCID10819882,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,"(1R,4S,4aS,5S,8R,8aR)-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",C12H8Cl6,364.9,361.8757165,4017.91,355.96,1.90985E-7,1.739,0.493,2.22844E-7,176.325,169.573,0.166,0.000106414,N/A,N/A,N/A,N/A,0.0000576766,1.1722E-7,8.03277E-11,5507.68,328.804,323.769,0.0000441113,23.4902,8.66096,48966,6.49722,132.508,N/A,N/A,0.000119472,7.28451E-8
314409,CASRN,DTXSID4022020,Bromacil,314-40-9,DTXCID802020,CTSLUCNDVMMDHG-UHFFFAOYSA-N,"5-Bromo-3-(butan-2-yl)-6-methylpyrimidine-2,4(1H,3H)-dione",C9H13BrN2O2,261.119,260.016041,3.5156,315.49,0.00000972747,1.736,0.87,0.000522396,150.556,149.513,0.514,0.00476431,N/A,N/A,N/A,N/A,4.01791E-7,0.00179473,1.71882E-11,3.23282,4.88671,290.808,0.00000134227,0.0469187,8.41175,39.8863,2.10931,158.002,N/A,N/A,3.09359E-7,0.00308373
315184,CASRN,DTXSID7020893,Mexacarbate,315-18-4,DTXCID50893,YNEVBPNZHBAYOA-UHFFFAOYSA-N,"4-(Dimethylamino)-3,5-dimethylphenyl methylcarbamate",C12H18N2O2,222.288,222.136827828,10,319.403,0.0000357273,1.043,0.794,0.0000363078,152.115,83.083,0.558,0.000234963,N/A,N/A,N/A,26.1818,0.0000466659,0.00140605,1.44732E-11,26.2914,5.13115,284.79,4.06094E-9,0.257589,9.44806,301.049,2.55884,85.0654,N/A,N/A,0.00000890267,0.000450842
327980,CASRN,DTXSID9038420,Trichloronat,327-98-0,DTXCID7018420,ANIAQSUBRGXWLS-UHFFFAOYSA-N,"O-Ethyl O-(2,4,5-trichlorophenyl) ethylphosphonothioate",C10H12Cl3O2PS,333.59,331.9361209,722.77,N/A,1.38038E-8,1.417,0.49,0.00000104954,170.48,48.111,-0.236,0.00011885,N/A,N/A,N/A,N/A,0.0000610942,0.00000114288,1.69198E-11,5226.63,4.45386,370.004,0.0000107308,4.50628,9.827,400.25,5.23102,115.242,N/A,N/A,0.0000150079,0.0000162648
330541,CASRN,DTXSID0020446,Diuron,330-54-1,DTXCID00446,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,"N'-(3,4-Dichlorophenyl)-N,N-dimethylurea",C9H10Cl2N2O,233.09,232.0170184,22.9087,298.055,0.0000178649,1.366,0.759,0.0000841395,157.137,140.46,0.027,0.00470977,N/A,N/A,N/A,13.1826,8.27942E-7,0.00027227,1.2044E-11,14.1888,4.50986,323.021,1.52783E-9,0.0356043,9.95684,250.231,2.6782,157.942,N/A,N/A,6.91869E-8,0.000173803
330552,CASRN,DTXSID2024163,Linuron,330-55-2,DTXCID604163,XKJMBINCVNINCA-UHFFFAOYSA-N,"N'-(3,4-Dichlorophenyl)-N-methoxy-N-methylurea",C9H10Cl2N2O2,249.09,248.011933,N/A,304.222,N/A,1.412,0.569,N/A,N/A,100.995,0.605,0.00564937,N/A,N/A,N/A,N/A,6.79204E-7,0.000829851,1.01719E-11,17.9046,3.53073,323.046,1.11731E-9,0.107149,9.92762,499.316,3.19781,93.0319,N/A,N/A,0.00000144787,0.000289987
333415,CASRN,DTXSID9020407,Diazinon,333-41-5,DTXCID50407,FHIVAFMUCKRCQO-UHFFFAOYSA-N,"O,O-Diethyl O-[6-methyl-2-(propan-2-yl)pyrimidin-4-yl] phosphorothioate",C12H21N2O3PS,304.34,304.101050716,94.189,N/A,6.10942E-9,1.17,0.609,0.0000097499,172.928,2.942,0.26,0.000586138,N/A,N/A,N/A,N/A,0.000076913,0.0000739605,1.75978E-11,70.7854,4.75886,343.403,1.13336E-7,1.17708,9.83215,561.251,3.80885,19.9722,N/A,N/A,0.0000898517,0.00015535
420042,CASRN,DTXSID9034490,Cyanamide,420-04-2,DTXCID7014490,XZMCDFZZKTWFGF-UHFFFAOYSA-N,Cyanamide,CH2N2,42.041,42.021798072,N/A,N/A,0.0018197,1.014,N/A,N/A,44.278,68.431,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.13329,5.01882E-12,2.06466,7.57981,179.655,0.0000019062,0.19354,3.67891,4.52181,-0.819761,43.9992,N/A,1.1,0.0037795,12.3553
